grid_0,grid_1,grid_2,grid_3,grid_4,grid_5,grid_6,grid_7,grid_8,grid_9,grid_10,grid_11,grid_12,grid_13,grid_14,grid_15,movement_cm,weight_g,gate_open,hour,minute,label
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.9152302663152145,25.027873706972766,0.0,1.8273525501384853,15,active
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5.894811654657154,24.544265525597382,0.0,10.322009208032945,15,active
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4.6869965063778185,24.900926376847405,0.0,8.843898829829882,30,active
0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.222012330675758,24.726344899981797,0.0,21.087598845938047,30,active
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.5597748143811323,25.324495719531264,0.0,6.844966766632861,45,active
0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,2.9715848167091026,25.87617644275007,0.0,6.851183075264261,30,active
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.009211528729561292,25.342876559354707,0.0,15.48155766275805,45,sleeping
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7427950986575634,24.62370559592074,0.0,16.441991895982493,0,resting
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2.1534031337753317,24.980377867921288,0.0,19.228706868909875,15,drinking
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4.496515837126799,25.63326828979129,0.0,0.7968033647441262,15,active
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.860621537941306,24.63931532919342,0.0,7.944577905137024,30,active
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08365624231272027,25.27494671395828,0.0,12.340526086986598,30,sleeping
0,1,1,1,0,0,2,0,0,0,0,1,0,0,1,1,6.12455675851029,24.73812071403125,0.0,22.002954424028264,30,exploring
0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,10.630201381628368,24.381654854246626,0.0,5.782165582832584,15,exploring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.0075862314826571,25.07979100399484,0.0,20.100250568272102,45,drinking
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.84847739637697,25.72487555765767,0.0,17.051342413300258,15,resting
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04528436282825301,25.437845887177545,0.0,14.217429479872665,45,sleeping
0,2,0,2,1,2,2,0,0,0,0,0,0,0,0,0,6.119222652024881,25.375049542596965,0.0,0.72200549696037,15,exploring
0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6981940155734,24.62076742582289,0.0,4.217499534302411,0,stereotyped
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2.7574033252200882,25.094052284978627,0.0,21.840978031718816,45,active
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4.564613131982247,25.411360569345895,0.0,19.12463005058893,0,active
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3.6346721609340475,25.243460743247304,0.0,18.86805089996836,30,active
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.933340989741524,25.441821845048555,0.0,19.969380618860935,45,active
0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15.57247189193778,24.984962287835128,0.0,21.98398307246794,45,stereotyped
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49232049278591383,25.58547445320533,0.0,10.500836998359766,45,resting
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1.0981816331670244,24.89760647105493,0.0,6.44814117408291,0,drinking
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9881034057883418,25.43538538317812,0.0,17.015010432653952,30,resting
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.092022316506441,25.004337847976014,0.0,2.4137179968637126,15,active
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.44012858182837256,24.921278013887,0.0,10.317516163532211,45,resting
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4.1165544985236675,24.490214798016755,0.0,3.8233347037579293,45,active
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.26254907717346554,24.846096772795775,0.0,18.758142759984473,45,resting
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7.200492504905255,25.04625415845869,0.0,21.523012407491425,0,stereotyped
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3.2109026902251796,25.691744638584538,0.0,3.1848251995348225,30,active
0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3.946631594208424,25.372736326669738,0.0,22.428583885288273,30,active
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11552897081253641,25.06267763652631,0.0,16.945592181124507,15,sleeping
0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,2.5636530996310274,25.1445359481239,0.0,6.7279411718670215,45,active
0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2.4209431655200566,24.42922999854257,0.0,8.022418232958334,30,active
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0008658435454707458,24.80035670494022,0.0,11.666557580251508,15,sleeping
1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,13.402726155765459,25.33010605059146,0.0,3.0318848212773943,0,exploring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2975638415909379,24.75530178553556,0.0,11.024595768155528,15,sleeping
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.080682595132281,25.693913434865188,0.0,22.069017212389113,15,active
0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,6.049975960342307,24.75175003927244,0.0,3.862026337775106,0,exploring
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.297443788403317,25.542322732236723,0.0,1.4140188907923426,45,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.8718595568448853,24.913142172071595,0.0,21.261805917131124,0,drinking
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14791610046277906,24.75813017299281,0.0,17.94075677635287,0,resting
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013810492090458259,24.8870894623464,0.0,11.097010923185376,45,sleeping
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.796507367284166,25.082988710589017,0.0,6.154216451534799,45,active
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41015239893164157,25.570344435836713,0.0,9.91690467472638,30,resting
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.837344665062583,25.128464938886562,0.0,6.6966850083857565,15,active
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0330434795785046,24.536498748329407,1.0,23.457701052570627,0,eating
0,0,1,0,0,1,1,1,0,1,0,1,1,0,2,0,8.048268647433394,25.065211101980548,0.0,0.8525201543242202,30,exploring
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.916054384281338,24.2574279078776,0.0,20.91257070035867,45,active
0,0,0,0,0,1,1,2,1,2,1,0,1,0,0,0,13.369098721825914,25.16699107144829,0.0,0.9340270302293145,30,exploring
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14776567295912252,24.460729114312244,0.0,9.741412624419539,45,resting
0,0,1,0,0,2,1,0,0,0,1,2,1,0,0,0,11.833492268601177,25.10503635452465,0.0,22.248287608033458,30,exploring
1,0,1,4,0,0,0,1,0,1,0,0,1,0,1,0,10.808216153757584,25.00643154901545,0.0,21.655520218430716,0,exploring
1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3.6244916235532387,24.349456701503765,0.0,3.4157810798646118,30,active
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5718752468434865,24.381497578782184,0.0,19.621743307098825,15,active
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.038186216725588,24.959815791117148,0.0,4.37378122289253,30,active
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.53486606152644,24.877281324329733,0.0,2.6638511426318745,30,active
0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,4.379841820917861,25.355895290489677,0.0,0.767774898659292,30,active
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014443349114930792,25.114445662888716,0.0,15.453919177302776,45,sleeping
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.760117497958612,24.97271380455469,0.0,6.90829502774345,30,active
0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7.410464179205451,24.985226612220245,0.0,3.0253561623730088,30,stereotyped
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5.522000509958673,24.815976525012125,0.0,1.5458271632209968,30,active
0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3.55168938847368,24.83444516888461,0.0,8.306596176618072,0,active
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.284771842613017,25.81972279371716,0.0,1.4237970842523104,0,active
0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,1,10.562207987801912,24.69263166050454,0.0,1.7685058498505324,30,exploring
2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.9631060498498756,24.444141317298143,0.0,7.362162276694742,15,active
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.131449643194529,25.54221817097456,0.0,8.020182668225477,0,stereotyped
0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,7.47016200912672,25.238458971125134,0.0,1.7490848588759187,15,exploring
1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12.711442093656473,25.096408508654747,0.0,5.252043269147305,0,exploring
0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9.279491776129465,25.831077159581106,0.0,8.548067851832858,0,stereotyped
1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,8.586220971179596,25.073002414914935,0.0,2.1212699503945256,15,exploring
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,5.813005025481113,25.036445118421415,0.0,2.1054441638574444,15,active
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4.082643007830936,25.595357398793855,0.0,19.136148156250368,0,active
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.3633364379749624,24.867207820104614,0.0,6.140028201689195,0,active
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.410286572781335,25.19738624893651,0.0,4.342381093927345,0,active
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6089890523628667,24.37019514042361,0.0,12.534095330152045,45,resting
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.761069535398843,25.278505487946738,0.0,5.0744639996642835,45,active
0,2,1,0,1,0,1,1,0,0,1,0,1,0,0,1,10.068162555015974,24.254009644815593,0.0,4.019505447860546,30,exploring
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.67248543269582,24.57831002875688,0.0,7.960772209425851,45,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1.7300838126919498,24.454353718542244,0.0,3.9003258349691308,15,drinking
0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,11.849138148527091,24.87206354546127,0.0,3.246486722675326,0,exploring
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.510322691086402,24.261186634294916,0.0,1.5849358000982106,30,active
0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,7.949594043071908,24.172061101692034,0.0,22.4905108298768,15,exploring
0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,9.166983079733935,26.1533093145932,0.0,0.9942920026501074,0,exploring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.4234356998766557,25.020914393985713,0.0,8.26642436657798,0,active
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6865851517447025,25.173078750688756,0.0,14.66652587722583,0,resting
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17461209017576465,24.98984031327002,0.0,11.272235029674405,15,sleeping
0,0,2,1,1,1,1,0,1,0,0,0,2,1,0,0,9.894783020853525,24.61754741022484,0.0,2.8639592428408367,30,exploring
6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.885116773716042,24.997387367873237,1.0,23.252136082870702,0,eating
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.4466820079220697,24.892079835205223,0.0,9.195953112936234,30,active
0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15.81726909255329,25.31076328838575,0.0,7.21207427788265,30,stereotyped
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10313697161198287,24.82416259306457,0.0,14.511819857992572,15,sleeping
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.49045589114619625,25.515683564526817,0.0,10.886768136579885,0,resting
0,1,0,1,2,0,0,0,1,0,2,0,0,0,0,1,13.593148349900762,24.493694762225168,0.0,2.123031609448975,0,exploring
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7519193990530177,24.659999175687695,0.0,17.757727078695535,0,resting
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06030395901137355,24.843263501887826,0.0,15.792360055587015,15,sleeping
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9766974841221895,25.25101824600398,0.0,17.28397017103918,15,resting
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5.796940779754724,25.101023144326064,0.0,21.335122233444444,15,active
1,0,0,0,0,0,0,0,2,0,0,2,2,0,1,2,8.646601366762283,24.966728582688635,0.0,1.86115981555323,45,exploring
0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3.7463445475911743,23.86942893508034,0.0,9.633039162187547,30,active
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9660476179883178,24.516502246755024,0.0,9.432659158705334,0,resting
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.40893179369714583,24.661052634656585,0.0,10.341792441956112,0,resting
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5572410127430001,25.36121921896506,0.0,13.744476616151406,30,resting
0,0,0,1,0,1,0,1,0,1,0,0,2,0,1,0,6.108369913887997,25.2203241646894,0.0,4.448754565790502,15,exploring
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.5392238534253777,24.765720273501017,0.0,8.830625434563094,30,active
0,0,0,1,0,1,2,1,0,2,1,0,0,1,0,0,11.747154582118585,25.48572598960177,0.0,1.2633392210655634,15,exploring
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008996302338297445,25.177761565498688,0.0,15.78685154384134,0,sleeping
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04262662440222766,25.279101306390043,0.0,11.89637802961111,45,sleeping
0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,8.078092710200504,25.2629107184316,0.0,2.2170740812093426,45,exploring
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.501248322188015,25.12142422262323,0.0,1.1666262946895252,45,active
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12202129033573031,24.74345061430946,0.0,11.107178172999564,15,sleeping
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9325003377115197,24.741412293724718,0.0,11.232733905924313,15,resting
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.301934589418088,24.7270485705353,0.0,19.528113562940664,0,active
0,0,1,1,1,2,1,0,0,1,1,0,0,1,1,0,6.211758053554017,24.669156586960522,0.0,0.872797076460821,0,exploring
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5449394225635315,25.994284839015254,0.0,18.46174512835855,15,resting
1,0,0,0,1,2,0,1,0,0,0,2,1,0,0,1,8.751755185593396,24.799226880269718,0.0,21.802394813611922,30,exploring
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.6031051468830295,23.977676783078273,0.0,19.85392783163511,45,active
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.411456390430969,24.72880229793344,0.0,5.444146460171433,15,active
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17839684901049963,24.29978276473102,0.0,18.76460880411365,30,resting
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8780676941596561,24.536940885713932,1.0,23.32782894994469,45,eating
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2489294704501483,25.121642874769762,0.0,14.571223049968633,15,sleeping
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.8119418382112045,25.46608391876784,0.0,9.147191591007896,15,drinking
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5.692171535117968,25.337631598512232,0.0,21.43076204587445,30,active
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0972935544906919,25.00499669133227,0.0,12.819176827584974,15,sleeping
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.538961741510945,24.788066500317374,1.0,23.512273187017065,30,active
0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3.6201095002043218,24.468663910388354,0.0,6.09015136905997,30,active
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.420334358446428,25.51797176520025,0.0,5.065524882958641,0,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08273391299964795,25.02110809094582,0.0,12.757743368522261,30,sleeping
1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,12.19814684303801,24.960238420184528,0.0,5.498764310497971,15,exploring
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3.2553238788395396,24.923631224882147,0.0,9.631023227172813,30,active
0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7124762528346174,25.448397199506715,0.0,7.642090603964398,30,active
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.278301773469007,24.74900203326161,0.0,1.7285011549281766,45,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10732581050288724,24.539845537889814,0.0,14.218201694148645,15,sleeping
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.738387166750264,25.037774083773822,0.0,1.4447549838710483,45,active
0,0,1,0,0,0,1,1,0,0,0,0,1,1,2,0,9.247867526789646,25.058136896540503,0.0,2.306255603305443,45,exploring
1,0,1,0,1,1,0,1,0,0,0,0,1,0,2,0,13.6731506192159,24.653632261497023,0.0,5.174866510783436,45,exploring
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.282211385587525,24.02926867392583,0.0,15.569960214739432,30,sleeping
1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2.7267560134284157,25.086662158701518,0.0,4.872367164246104,0,active
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14588698627253074,25.086324364084142,0.0,14.06624419735427,45,sleeping
2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.5611218339462543,25.43799066089067,0.0,6.534898637507077,30,active
0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,5.693428972646877,24.911216509944406,0.0,7.420483865396175,0,active
1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.6268241776306605,24.62625115996845,0.0,10.074950125732851,45,active
0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,0,7.09882548864542,25.494521787384222,0.0,4.780316240364619,45,exploring
1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2.646047995359188,25.218998823325013,0.0,5.345763859944858,15,active
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6526733671201973,25.350428090058955,0.0,10.23759489650303,30,resting
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07440410323114043,25.659572481224053,0.0,14.68137742164211,30,sleeping
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812536408059441,24.8843507693524,0.0,17.887896934999223,30,resting
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7776833463215445,25.02963524802018,0.0,14.68768110060315,30,resting
0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2.0687047995872656,25.6249141032887,0.0,6.618910714087363,15,active
0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10.781154179235795,24.640896477566994,0.0,3.5064994498244717,15,stereotyped
1,1,0,2,1,1,0,1,1,0,0,0,0,0,1,0,11.530175577004975,24.719861752296875,1.0,23.71985213320604,0,exploring
0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,4.521189025335174,25.082467816556488,0.0,20.650110389960503,45,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.9888677002513504,24.624065356063202,0.0,19.208469912816007,0,drinking
0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4.2662941233696845,25.097757116353858,0.0,7.242509772444544,30,active
0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,1,13.710738897461702,24.801905768294194,0.0,2.5592660551715625,45,exploring
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8609545839724007,24.973662396280137,1.0,23.300456429630117,30,eating
0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,8.372987263813544,25.37731473042758,0.0,4.539661692269129,15,exploring
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.2401094871020106,24.916666671396815,0.0,4.571848838713211,15,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21426168586189795,25.30270827345164,0.0,15.744558711251276,45,sleeping
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8032878558292907,24.907671439223922,0.0,12.106432689687878,30,resting
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.44328618703735556,24.976125613708668,0.0,17.058134920808026,0,resting
0,1,1,0,0,0,2,0,1,2,0,0,0,0,2,1,12.731779117497023,25.268831759330904,0.0,3.6717753206707764,30,exploring
0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3.7938227281453147,25.10341199343605,0.0,22.733980366038978,30,active
0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4.4944339332940535,25.022038739020218,0.0,17.51598516800534,15,active
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5.511258870660091,25.215408747147443,0.0,7.9245374324213245,15,active
1,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,7.13595561837588,24.456160433952814,0.0,0.5271975194441518,30,exploring
0,1,1,0,0,2,1,2,1,0,0,1,0,0,0,1,6.232347084092189,25.07430604045458,0.0,5.978963058944642,30,exploring
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5861653861880645,24.06467302314752,0.0,17.20173291884061,0,resting
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.23395876405676,25.249868617296535,0.0,2.1808074928913497,45,active
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,3.6556798847279204,24.456407899542135,0.0,21.99100378119805,15,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1.573645872956472,24.474554906962627,0.0,22.215823399491843,45,drinking
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,4.395188809636332,25.172341652809372,0.0,3.698067925325594,30,active
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9233722892136865,24.498323336827987,0.0,9.246657263196036,15,resting
0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2.343810706714583,25.470733205857268,0.0,22.731703564060705,0,active
0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.1653921810861214,25.143671998771865,0.0,5.6569486314456,0,active
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.777779708950509,25.15267116269193,0.0,19.150505953302297,0,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2836039343203837,25.315155549389626,0.0,11.855801958207547,30,sleeping
0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,9.00544382191584,24.748428896599826,0.0,5.99456016188479,30,exploring
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9178944652957383,25.245684013852717,0.0,14.186462559533727,0,resting
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08832829289594721,24.187804627531943,0.0,16.61654583327385,0,sleeping
2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5.217757945245806,25.305046330817866,0.0,7.313598186171653,0,active
0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,3.987340785782893,24.383818303301798,0.0,20.64435363546449,45,active
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.47270335785936046,24.392170170935593,0.0,10.251328402995018,30,resting
1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,13.086578035316911,24.9022902257411,0.0,4.43967666369984,15,exploring
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2.285343477802882,25.13575599160815,0.0,0.6666470743631994,45,active
0,0,0,0,1,2,0,2,0,1,0,0,1,2,1,0,6.3419631976762085,24.741239713053123,0.0,5.240791268713744,30,exploring
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.029128812688287542,25.25239056664473,0.0,14.964057060665855,15,sleeping
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1392484511833654,24.30128483030485,0.0,17.372432668263166,15,resting
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2591022004593414,24.65006700909865,0.0,16.904939506448358,15,resting
0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,5.47892080054999,24.52279321871749,0.0,2.2646691709321978,45,active
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9.940449568325988,24.86641707482549,0.0,7.1509020734362885,0,stereotyped
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7106454542284384,25.800068270794302,0.0,9.347121890062787,45,active
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5687028780174479,24.61158905789287,0.0,10.613860065629652,45,resting
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7975637128265217,25.31403637242697,0.0,15.307341170619715,15,resting
0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,6.136861998178856,25.290299390527096,0.0,5.225076609169415,0,exploring
0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,12.901606834828694,24.294508916272658,0.0,1.091331175146478,45,exploring
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1955063048620901,25.246439501177612,0.0,14.115060319199031,15,sleeping
3,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,13.489969563288001,24.993729324771888,0.0,2.6614479545395087,15,exploring
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18954249109271148,24.502081751302377,0.0,13.055323790793956,30,sleeping
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.6996193354704925,25.3036768260729,0.0,19.430714639328794,0,active
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5.431178278539729,24.537387671543673,0.0,1.4313911410156228,15,active
0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5.258229448904162,24.445708195332866,0.0,20.25207451983869,30,active
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2593298163852428,25.36405657880179,0.0,15.23999371183718,45,resting
1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7.609000676874454,25.08365581880779,0.0,2.5141164507565765,0,exploring
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.41439485406831167,25.541582774242087,0.0,16.15264562497692,15,resting
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3928301538334963,25.603992188369602,0.0,11.06607855627056,0,resting
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6855783569746008,24.75157522935035,0.0,9.7454548989536,45,resting
